Market_Day,Hour_Ending,Wind_MWh,Actual_Load_MWh,,,,,,Number of samples,27528,1147
41275,1,1909.66,52749.66,,,,,,
41275,2,1805.82,51257.57,,,,,,
41275,3,1686.54,50062.21,,,,,,
41275,4,1534.07,49270.11,,,,,,
41275,5,1308.42,49091.66,,,,,,
41275,6,1191.5,49604.15,,,,,,
41275,7,1291.02,50741.58,,,,,,
41275,8,1209.55,52099.1,,,,,,
41275,9,1042.3,52731.38,,,,,,
41275,10,869.3,53761.07,,,,,,
41275,11,714.9,55156.19,,,,,,
41275,12,682.14,55939.68,,,,,,
41275,13,955.05,56103.17,,,,,,
41275,14,1372.34,55864,,,,,,
41275,15,1751.62,55434.94,,,,,,
41275,16,1951.42,55212.97,,,,,,
41275,17,2042.52,55900.68,,,,,,
41275,18,2364.75,59347.5,,,,,,
41275,19,2747.89,63235.76,,,,,,
41275,20,3420.18,63251.92,,,,,,
41275,21,3996.53,62560.8,,,,,,
41275,22,4299.53,61110.02,,,,,,
41275,23,4387.59,58839.4,,,,,,
41275,24,4362.09,56048.19,,,,,,
41276,1,4324.11,53903.58,,,,,,
41276,2,4359.68,52826.97,,,,,,
41276,3,4394.88,52380.84,,,,,,
41276,4,4307.51,52341.92,,,,,,
41276,5,4113.76,52945.86,,,,,,
41276,6,3692.15,55000.82,,,,,,
41276,7,3618.14,58890.54,,,,,,
41276,8,3516.66,63746.9,,,,,,
41276,9,3538.11,66047.39,,,,,,
41276,10,3333.18,66338.09,,,,,,
41276,11,2769.37,66271.22,,,,,,
41276,12,2420.55,66001.68,,,,,,
41276,13,2308.15,65255.34,,,,,,
41276,14,2458.8,64647.13,,,,,,
41276,15,2570.22,64164.26,,,,,,
41276,16,2787.19,63773.8,,,,,,
41276,17,3007.59,63863.3,,,,,,
41276,18,2834.45,66772.46,,,,,,
41276,19,2964.52,70300.63,,,,,,
41276,20,3365.39,70129.94,,,,,,
41276,21,3458.98,69045.33,,,,,,
41276,22,3754.81,67226.83,,,,,,
41276,23,4157.62,64256.71,,,,,,
41276,24,4434.32,60617.71,,,,,,
41277,1,4800.76,57841.22,,,,,,
41277,2,5023.76,56318.86,,,,,,
41277,3,5196.18,55302.04,,,,,,
41277,4,5267.83,54940.41,,,,,,
41277,5,5457.23,55340.93,,,,,,
41277,6,5504.11,57070.32,,,,,,
41277,7,6129.71,60739.57,,,,,,
41277,8,6138.16,65401.21,,,,,,
41277,9,6065.03,67505.24,,,,,,
41277,10,5710.69,67050.02,,,,,,
41277,11,5249.31,66907.93,,,,,,
41277,12,5094.36,66336.95,,,,,,
41277,13,4834.31,65439.58,,,,,,
41277,14,4793.41,64802.3,,,,,,
41277,15,4554.73,64172.23,,,,,,
41277,16,4474.38,63501.01,,,,,,
41277,17,4298.77,63599.35,,,,,,
41277,18,4490.12,66072.77,,,,,,
41277,19,5090.02,69472.71,,,,,,
41277,20,5922.88,69343.09,,,,,,
41277,21,6667.51,68175.21,,,,,,
41277,22,7314.71,66508.34,,,,,,
41277,23,8151.27,63476.47,,,,,,
41277,24,8877.49,60043.07,,,,,,
41278,1,9153.72,57287.16,,,,,,
41278,2,9342.93,55635.11,,,,,,
41278,3,9259.91,54652.36,,,,,,
41278,4,9207.35,54346.54,,,,,,
41278,5,9174.83,54806.32,,,,,,
41278,6,9309.1,56446.87,,,,,,
41278,7,9234.56,60153.99,,,,,,
41278,8,8996.38,65003.4,,,,,,
41278,9,9085.39,66886.06,,,,,,
41278,10,8630.83,66362.92,,,,,,
41278,11,7204.8,65705.38,,,,,,
41278,12,5776.61,64755.6,,,,,,
41278,13,4722.89,63817.84,,,,,,
41278,14,4129.59,62992.44,,,,,,
41278,15,3440.35,62125.89,,,,,,
41278,16,3032.24,61206.91,,,,,,
41278,17,2789.55,60776.03,,,,,,
41278,18,2809.13,62987.2,,,,,,
41278,19,3436.01,66574.5,,,,,,
41278,20,3811.09,66220.37,,,,,,
41278,21,4395.68,65250.57,,,,,,
41278,22,4703.35,63963.66,,,,,,
41278,23,4383.05,61729.94,,,,,,
41278,24,4938.48,58649.49,,,,,,
41279,1,5854.27,55979.84,,,,,,
41279,2,6426.96,54142.14,,,,,,
41279,3,5466.38,52971.34,,,,,,
41279,4,4627.78,52424.56,,,,,,
41279,5,4464.7,52478.21,,,,,,
41279,6,4655.42,53246.9,,,,,,
41279,7,5098.36,54837.83,,,,,,
41279,8,5314.66,57009.71,,,,,,
41279,9,5653.31,58411.84,,,,,,
41279,10,6270.26,59514.49,,,,,,
41279,11,6290.8,59977.89,,,,,,
41279,12,6357.62,59675.88,,,,,,
41279,13,6298.78,58755.24,,,,,,
41279,14,6138.64,57766.09,,,,,,
41279,15,6133.25,56981.56,,,,,,
41279,16,6094.93,56311.12,,,,,,
41279,17,6151.82,56950.33,,,,,,
41279,18,6543.07,59658.24,,,,,,
41279,19,6942.4,62671.51,,,,,,
41279,20,7492.1,62134.64,,,,,,
41279,21,7996.94,60942.86,,,,,,
41279,22,8250.27,59484.31,,,,,,
41279,23,8496.89,57451.67,,,,,,
41279,24,8254.33,54748.53,,,,,,
41280,1,8230.41,52166.21,,,,,,
41280,2,7870.31,50416.29,,,,,,
41280,3,7655.13,49192.26,,,,,,
41280,4,7078.55,48712.44,,,,,,
41280,5,6399.81,48657.73,,,,,,
41280,6,5974.86,49132.1,,,,,,
41280,7,5343.59,50235.88,,,,,,
41280,8,4812.25,52020.53,,,,,,
41280,9,4057.8,53590.5,,,,,,
41280,10,3662.33,54769.75,,,,,,
41280,11,3024.01,55809.88,,,,,,
41280,12,2172.75,56373.53,,,,,,
41280,13,1786.41,56473.81,,,,,,
41280,14,1760.52,56269.95,,,,,,
41280,15,1840.34,55876.56,,,,,,
41280,16,2064.45,55567.64,,,,,,
41280,17,2439.15,56224.17,,,,,,
41280,18,3235.11,59120.84,,,,,,
41280,19,4574.91,63220.52,,,,,,
41280,20,5992.22,63398.3,,,,,,
41280,21,6666.99,62790.37,,,,,,
41280,22,7398.47,61164.72,,,,,,
41280,23,7439.66,58798.17,,,,,,
41280,24,7203.7,56120.3,,,,,,
41281,1,7233.82,54190.99,,,,,,
41281,2,7427.75,53158.09,,,,,,
41281,3,6986.53,52484.87,,,,,,
41281,4,6786.14,52424.29,,,,,,
41281,5,7899.76,53187.45,,,,,,
41281,6,8424.29,55336.34,,,,,,
41281,7,8716.35,59715.21,,,,,,
41281,8,9106.08,65025.77,,,,,,
41281,9,9008.17,66693.22,,,,,,
41281,10,8823.28,65830.35,,,,,,
41281,11,8585.72,64992.84,,,,,,
41281,12,8023.86,64096.01,,,,,,
41281,13,7505.79,63213.74,,,,,,
41281,14,6665.81,62317.67,,,,,,
41281,15,5797.63,61495.01,,,,,,
41281,16,4771.32,60414.48,,,,,,
41281,17,4100.61,60505.39,,,,,,
41281,18,3810.37,63009.21,,,,,,
41281,19,3748.1,66908.62,,,,,,
41281,20,3729.72,67076.56,,,,,,
41281,21,3328.21,66092.37,,,,,,
41281,22,2880.62,64227.68,,,,,,
41281,23,2466.5,61360.16,,,,,,
41281,24,2261.42,57640.46,,,,,,
41282,1,2268.67,54908.55,,,,,,
41282,2,2391.41,53393.82,,,,,,
41282,3,2662.09,52455.17,,,,,,
41282,4,3165.32,52111.38,,,,,,
41282,5,3857.06,52554.01,,,,,,
41282,6,4745.1,54526.68,,,,,,
41282,7,5461.79,58956.83,,,,,,
41282,8,5906.39,64074.35,,,,,,
41282,9,6579.05,65745.59,,,,,,
41282,10,7494.61,64801.76,,,,,,
41282,11,7246.81,63993.79,,,,,,
41282,12,6552.11,63226.93,,,,,,
41282,13,6335.86,62403.73,,,,,,
41282,14,6296.07,61498.14,,,,,,
41282,15,6439.58,60629.79,,,,,,
41282,16,6729.89,59774.67,,,,,,
41282,17,7219.1,59761.79,,,,,,
