Amostra,Potencia_Media_do_Vento_(MW),,,,Potencia_Media_Consumida_(MW),,,,Desvio_Padrao_Vento_(MW),,,FCSPV_(Fracao_de_Carga_Suprida_pela_Potencia_do_Vento),,,,,
771,4943.41625,,,,75030.75667,,,,804.9521877,,,0.065885198,,,,,
772,3132.812083,,,,75930.16583,,,,762.2680979,,,0.041259123,,,,,
773,1246.542083,,,,75127.39292,,,,658.2297056,,,0.016592378,,,,,
774,4529.314583,,,,73458.67958,,,,1785.88869,,,0.061657991,,,,,
775,4943.175833,,,,68039.44,,,,1797.396342,,,0.072651624,,,,,
776,8956.604583,,,,64977.48417,,,,1145.475253,,,0.137841665,,,,,
777,8787.037083,,,,69135.78667,,,,1260.257152,,,0.127098244,,,,,
778,9246.464167,,,,68869.05333,,,,1434.036883,,,0.134261526,,,,,
779,2754.6475,,,,69242.59792,,,,1406.731407,,,0.039782556,,,,,
780,1354.335417,,,,69791.95583,,,,890.5745201,,,0.019405323,,,,,
781,6556.986667,,,,68623.1025,,,,1460.157623,,,0.095550717,,,,,
782,6231.621667,,,,62726.87708,,,,1886.899542,,,0.09934532,,,,,
783,3599.902917,,,,61581.33292,,,,1448.489535,,,0.058457697,,,,,
784,2679.69,,,,68889.96042,,,,1173.412418,,,0.038898121,,,,,
785,6099.397083,,,,69600.1425,,,,1737.079827,,,0.087634836,,,,,
786,10798.19042,,,,69141.2925,,,,1058.271771,,,0.15617571,,,,,
787,9159.925417,,,,69629.52208,,,,2064.451771,,,0.131552324,,,,,
788,3228.36,,,,69283.99917,,,,863.3153834,,,0.04659604,,,,,
789,3528.919167,,,,65089.30667,,,,1352.340296,,,0.054216573,,,,,
790,2696.396667,,,,64994.05708,,,,1007.043352,,,0.041486819,,,,,
791,6816.785,,,,71564.31792,,,,2142.778381,,,0.095253965,,,,,
792,6213.486667,,,,69499.31792,,,,1556.852741,,,0.089403563,,,,,
793,10024.18708,,,,69134.9125,,,,648.0124145,,,0.144994573,,,,,
794,5922.044583,,,,69145.22917,,,,1630.822348,,,0.085646467,,,,,
795,6362.18875,,,,65966.3275,,,,1293.089296,,,0.096446005,,,,,
796,4104.264583,,,,62025.72583,,,,1496.027114,,,0.06617036,,,,,
797,4417.7225,,,,59319.85833,,,,984.9039335,,,0.07447291,,,,,
798,4686.197083,,,,67868.86375,,,,1178.964497,,,0.06904782,,,,,
799,8973.649583,,,,68398.92458,,,,780.5445488,,,0.13119577,,,,,
800,6998.454167,,,,68800.1175,,,,1658.38999,,,0.101721544,,,,,
801,5943.110833,,,,69067.39125,,,,1358.558217,,,0.086047999,,,,,
802,8411.2875,,,,66887.25,,,,1814.78087,,,0.125753227,,,,,
803,9056.356667,,,,63923.95292,,,,1980.525085,,,0.141673915,,,,,
804,9868.475,,,,62194.39375,,,,947.198357,,,0.158671456,,,,,
805,3966.04375,,,,68733.09625,,,,1851.536919,,,0.057702096,,,,,
806,8618.510833,,,,70707.0975,,,,1176.53728,,,0.121890321,,,,,
807,8800.64375,,,,69668.89542,,,,1200.820933,,,0.126320989,,,,,
808,7837.878333,,,,70611.94875,,,,2093.824881,,,0.110999321,,,,,
809,9131.567917,,,,69733.47625,,,,1232.035807,,,0.130949558,,,,,
810,7533.5475,,,,65195.24458,,,,2157.821638,,,0.115553635,,,,,
811,8878.18125,,,,63557.85458,,,,1096.2149,,,0.13968661,,,,,
812,8379.488333,,,,69023.62792,,,,1682.383782,,,0.121400288,,,,,
813,5803.505417,,,,70058.72083,,,,2092.346788,,,0.08283773,,,,,
814,7398.185,,,,68455.01917,,,,1524.538223,,,0.108073668,,,,,
815,8618.583333,,,,67841.43167,,,,1493.953512,,,0.127040116,,,,,
816,9375.602917,,,,66380.37333,,,,437.8370916,,,0.141240587,,,,,
817,7590.46,,,,60771.7475,,,,1258.92473,,,0.124901131,,,,,
818,5679.812917,,,,60410.56333,,,,1249.217065,,,0.094020195,,,,,
819,4442.893333,,,,68498.36083,,,,973.564732,,,0.064861309,,,,,
820,2282.636667,,,,67878.14542,,,,1102.861177,,,0.033628448,,,,,
821,4415.434167,,,,68140.94083,,,,1227.493689,,,0.06479855,,,,,
822,4418.520417,,,,67973.80042,,,,1179.912968,,,0.065003286,,,,,
823,3569.718333,,,,66283.52167,,,,1284.159071,,,0.053855291,,,,,
824,7299.1525,,,,61229.51708,,,,2007.504766,,,0.119209702,,,,,
825,8507.487917,,,,60813.36875,,,,730.994377,,,0.139895028,,,,,
826,6365.52125,,,,70024.78667,,,,1230.865428,,,0.090903829,,,,,
827,5413.914167,,,,71130.55792,,,,1974.008781,,,0.076112353,,,,,
828,9330.4025,,,,69354.71875,,,,751.0040562,,,0.134531618,,,,,
829,4059.3925,,,,70339.65583,,,,1988.292524,,,0.057711293,,,,,
830,2534.96375,,,,68480.33875,,,,1542.764031,,,0.037017395,,,,,
831,8595.690833,,,,63555.24667,,,,1330.31867,,,0.135247541,,,,,
832,4638.83125,,,,61850.87,,,,1835.025518,,,0.075000259,,,,,
833,930.39375,,,,66938.84875,,,,399.568098,,,0.01389916,,,,,
834,5507.145,,,,67430.67792,,,,3167.120736,,,0.081671209,,,,,
835,6502.048333,,,,67314.825,,,,1258.086346,,,0.096591625,,,,,
836,2719.532083,,,,67705.81667,,,,1235.449044,,,0.04016689,,,,,
837,7169.05625,,,,67945.55917,,,,1011.602471,,,0.105511771,,,,,
838,5433.1925,,,,62190.00375,,,,2267.420419,,,0.087364402,,,,,
839,4571.58625,,,,60092.77042,,,,2079.514081,,,0.076075478,,,,,
840,7797.35,,,,68498.10625,,,,661.5264917,,,0.113833074,,,,,
841,4448.107917,,,,71350.01667,,,,1435.502638,,,0.062342073,,,,,
842,2939.691667,,,,72347.95125,,,,678.4654383,,,0.040632687,,,,,
843,6458.959167,,,,72023.25125,,,,1271.847939,,,0.089678806,,,,,
844,6922.94125,,,,69767.18417,,,,2673.271144,,,0.099229191,,,,,
845,8734.215417,,,,63268.25958,,,,2197.296601,,,0.138050509,,,,,
846,3048.030833,,,,60936.71917,,,,1028.488459,,,0.050019608,,,,,
847,3647.42625,,,,67685.31458,,,,1641.783699,,,0.053888,,,,,
848,1840.87125,,,,69080.81542,,,,535.4571184,,,0.026648082,,,,,
849,1765.46,,,,68561.84167,,,,1074.295366,,,0.025749892,,,,,
850,4571.312083,,,,69071.9425,,,,842.2305042,,,0.066181896,,,,,
851,3592.50875,,,,68510.7525,,,,1166.450415,,,0.052437152,,,,,
852,3158.8425,,,,64903.20208,,,,864.6753518,,,0.048670056,,,,,
853,7256.790417,,,,64645.62667,,,,1241.859793,,,0.112254932,,,,,
854,5943.433333,,,,73538.65208,,,,1219.642613,,,0.080820537,,,,,
855,2691.646667,,,,77151.21708,,,,1646.93052,,,0.034887935,,,,,
856,3745.065417,,,,79974.64208,,,,605.6930687,,,0.046828161,,,,,
857,2984.797917,,,,80931.8,,,,1160.84,,,0.036880409,,,,,
858,1647.880833,,,,77663.39542,,,,613.4074002,,,0.021218243,,,,,
859,3449.979167,,,,71741.96875,,,,1066.894066,,,0.048088716,,,,,
860,3632.625417,,,,70886.46833,,,,1278.433903,,,0.051245682,,,,,
861,3412.830417,,,,72539.47708,,,,1764.405885,,,0.047047905,,,,,
862,3908.553333,,,,79183.84167,,,,805.1843925,,,0.049360491,,,,,
863,4648.795,,,,77688.915,,,,1393.199841,,,0.059838588,,,,,
864,2045.63625,,,,78078.51708,,,,1020.63845,,,0.026199732,,,,,
865,4759.72125,,,,76469.57375,,,,1025.06747,,,0.062243334,,,,,
866,5746.767083,,,,69682.225,,,,2126.375703,,,0.082471062,,,,,
867,7250.085417,,,,68952.61458,,,,2433.754685,,,0.10514591,,,,,
868,8045.37875,,,,77730.35792,,,,1908.254999,,,0.103503688,,,,,
869,3041.90375,,,,75653.44375,,,,1011.609585,,,0.040208398,,,,,
870,3889.865,,,,76021.505,,,,1287.102774,,,0.051167956,,,,,
871,6118.61375,,,,80083.48833,,,,842.5363355,,,0.076402937,,,,,
872,6452.416667,,,,86663.23792,,,,1166.946561,,,0.074453907,,,,,
873,5400.537083,,,,86177.01208,,,,741.5320998,,,0.062667955,,,,,
874,5312.4375,,,,78832.78917,,,,825.0233223,,,0.067388679,,,,,
875,2179.161667,,,,83553.29917,,,,1261.616091,,,0.026081097,,,,,
876,3376.659167,,,,84718.16708,,,,1217.740023,,,0.039857557,,,,,
877,3287.167083,,,,89301.67042,,,,606.8287875,,,0.036809693,,,,,
878,3821.594167,,,,88728.73833,,,,872.5578565,,,0.043070534,,,,,
879,4159.1325,,,,88185.61625,,,,1345.697952,,,0.047163389,,,,,
880,2059.254583,,,,81508.2175,,,,1362.908788,,,0.02526438,,,,,
881,7854.835,,,,83129.96333,,,,1500.974459,,,0.094488614,,,,,
882,5498.4275,,,,93418.91,,,,2098.768034,,,0.058857757,,,,,
883,2128.137083,,,,88438.05792,,,,1250.673061,,,0.024063589,,,,,
884,4290.779167,,,,89393.31458,,,,1030.709242,,,0.047998882,,,,,
885,2998.430417,,,,89586.67958,,,,1468.546885,,,0.033469601,,,,,
886,3908.429167,,,,87785.10083,,,,1689.36504,,,0.044522694,,,,,
887,7893.286667,,,,87778.1875,,,,1276.052604,,,0.089923099,,,,,
888,4628.139167,,,,87495.26542,,,,908.4262878,,,0.052895881,,,,,
889,3194.165,,,,92076.76708,,,,1123.768723,,,0.034690238,,,,,
890,1245.884167,,,,83172.0925,,,,827.2418333,,,0.014979594,,,,,
891,1471.000417,,,,81428.80708,,,,920.7995715,,,0.018064865,,,,,
892,3048.712917,,,,82452.86125,,,,1004.814441,,,0.036975223,,,,,
893,2597.624167,,,,80651.77667,,,,1367.554589,,,0.032207898,,,,,
894,2362.947083,,,,72243.28792,,,,530.1629775,,,0.032708189,,,,,
895,2600.817083,,,,71030.01875,,,,425.1401652,,,0.036615745,,,,,
896,1893.783333,,,,73455.25167,,,,607.5770072,,,0.025781456,,,,,
897,3678.981667,,,,89487.00667,,,,1311.041541,,,0.041111909,,,,,
898,2047.31625,,,,91363.7125,,,,917.1919326,,,0.022408418,,,,,
899,2274.39625,,,,91307.83,,,,981.6515192,,,0.024909104,,,,,
900,3590.52125,,,,90797.60333,,,,1194.835692,,,0.039544229,,,,,
901,3107.065417,,,,80842.33583,,,,1175.608975,,,0.038433642,,,,,
902,5863.778333,,,,79817.86667,,,,1280.364289,,,0.073464483,,,,,
903,7959.35,,,,92897.59292,,,,616.9742176,,,0.085678754,,,,,
904,5241.438333,,,,94888.22167,,,,1121.049164,,,0.055238029,,,,,
905,5210.692083,,,,94341.51542,,,,1375.04242,,,0.055232228,,,,,
906,5880.924167,,,,89693.545,,,,1167.54326,,,0.065566861,,,,,
907,1413.247083,,,,83422.54875,,,,1125.516813,,,0.016940828,,,,,
908,3334.250417,,,,78168.36833,,,,2151.345682,,,0.042654727,,,,,
909,4195.0325,,,,81328.47792,,,,1146.534457,,,0.051581348,,,,,
910,1740.707917,,,,93418.99792,,,,929.994892,,,0.01863334,,,,,
911,3751.975,,,,94871.15958,,,,1015.237161,,,0.039548109,,,,,
912,5469.150417,,,,97505.48333,,,,1211.495054,,,0.056090696,,,,,
913,4342.86375,,,,101184.9554,,,,1992.021465,,,0.042920054,,,,,
914,2475.30875,,,,99210.18417,,,,700.7077151,,,0.024950148,,,,,
915,3594.547917,,,,92764.97042,,,,925.0141074,,,0.038748979,,,,,
916,4127.91,,,,90123.1075,,,,1150.264759,,,0.045803015,,,,,
917,1730.807917,,,,95763.66167,,,,1069.088234,,,0.018073744,,,,,
918,1667.1975,,,,94380.71583,,,,836.2851536,,,0.017664599,,,,,
